Name	Unique?	 Length	Minimized1 Length	Unrolled length	Lossless?	Mirrored in Patterns?	Inverted in Patterns?	Flipped in Patterns?
Arrowhead_Lace_combination_4	True	211	211	211	True	False	False	False
Arrowhead_Lace_combination_5	True	84	84	84	True	False	False	False
Arrowhead_Lace_combination_6	True	107	107	107	True	False	False	False
Arrowhead_Lace_Stitch	True	25	27	25	True	False	False	False
Arrowhead_Lace_Stitch_Pattern	True	29	31	29	True	False	False	False
arrowhead_ribbing	True	11	17	11	True	False	False	False
Arrows	True	31	31	31	True	False	False	False
Arrows_2	True	33	33	33	True	True	False	False
Arrows_3	True	68	97	56	True	False	False	False
Arrows_4	True	56	56	56	True	True	False	False
Arrows_5	True	98	210	85	True	False	False	False
Arrow_Blanket	True	177	295	177	True	False	False	False
Arrow_head_lace_for_Glittering_Snowscape_SWL-west	True	143	191	143	True	False	False	False
Arrow_Insertion	True	55	105	55	True	True	False	False
Arrow_Pattern	True	28	30	28	True	False	False	False
Arrow_Pattern_2	True	33	33	33	True	False	False	False
Arrow_Point_Ridge	True	16	32	16	True	False	False	False
arrow_raglan	True	174	651	166	True	False	False	True
Artemisa_Nightmare	True	33	33	33	True	False	False	False
Articulated_Diamonds	True	120	120	120	True	False	False	False
Art_Deco	True	266	266	266	True	False	False	False
Art_Deco_(copy)	True	72	86	72	True	False	False	False
Arual_Star	True	199	199	199	True	False	False	False
Ascending_Angels	True	344	344	344	True	False	False	False
asda	True	3	14	3	True	True	False	False
asdasd	True	32	226	32	True	False	False	False
asdasd_2	True	7	7	7	True	False	False	False
asda_2	True	21	144	21	True	False	False	False
asda_3	True	34	92	34	True	False	False	False
asdf	True	2	24	2	True	True	False	True
Assymetrical_Triangle_Shawl_Shape	True	91	236	91	True	False	False	False
Astoria	True	20	20	20	True	False	False	False
Astra	True	92	100	92	True	False	False	False
Astrid_Knt_Shrug	True	17	37	17	True	False	False	False
Asymmetric	True	175	400	159	True	False	False	True
Asymmetric_lace	True	25	25	25	True	False	False	False
Asymmetric_lace_2	True	22	22	22	True	False	False	False
Asymmetric_shawl_plus_iCord_edging	True	35	36	34	True	False	False	False
Asymmetric_zigzag_1	True	20	20	20	True	False	False	False
Asymmetric_zigzag_2	True	20	24	20	True	False	False	False
Asymmetric_zigzag_3	True	20	28	20	True	False	False	False
Asymmetrisch_Experiment	True	83	127	73	True	True	False	True
ASYMMETRY_PATTERNS	True	6	6	4	True	False	False	True
asym_tri_2	True	54	84	54	True	False	False	False
Asym_Wedge	True	68	68	68	True	False	False	False
Athena	True	139	288	139	True	False	False	False
Athena_sleeve	True	49	128	49	True	False	False	False
At_sixes_and_sevens	True	50	50	50	True	False	False	False
auroran_jalansuut	True	11	286	10	True	False	False	True
aurora_housuosa	True	86	267	86	True	False	False	False
Aurora_housuosa_edess	True	23	60	23	True	False	False	False
Aurora_r_2	True	4	15	4	True	True	False	True
Ausschnitt	True	32	319	32	True	False	False	False
Ausschnitt_3	True	33	115	33	True	False	False	False
Ausschnitt_Perlmuster	True	62	208	62	True	False	False	False
Ausschnitt_Rippen	True	62	208	62	True	False	False	False
Aussie_Diamonds	True	391	957	371	True	False	False	False
Autumn	True	122	138	122	True	False	False	False
Autumn_Lace	True	70	70	70	True	False	False	False
Autumn_Lace_2	True	32	123	32	True	False	False	True
Autumn_lace_shawl	True	4	19	4	True	False	False	True
Av-398-_Lattice	True	512	942	511	True	False	False	False
Av-810	True	422	914	422	True	False	False	False
Av06	True	117	175	117	True	False	False	False
Av08	True	385	628	385	True	False	False	False
Av09	True	128	156	122	True	False	False	False
AV11	True	76	127	76	True	False	False	False
Av11a	True	5	5	5	True	False	False	True
AV13	True	64	73	64	True	False	False	False
Av15	True	77	93	76	True	False	False	False
Av16	True	11	11	11	True	False	False	False
Av17	True	110	208	110	True	False	False	False
Av18	True	39	39	39	True	False	False	False
Av19	True	50	72	50	True	False	False	False
Av20	True	126	184	126	True	False	False	False
Av21	True	498	714	496	True	False	False	False
Av22	True	184	295	184	True	False	False	False
Av23	True	132	332	129	True	False	False	False
Av25	True	107	126	107	True	False	False	False
Av26	True	142	226	140	True	False	False	False
Av27	True	221	261	221	True	False	False	False
Av29	True	261	387	259	True	False	False	False
Av29_2	True	264	390	262	True	False	False	False
Av31	True	252	410	250	True	False	False	False
Av34	True	52	57	52	True	False	False	False
Av35,_take_2	True	46	58	46	True	False	False	False
Av35	True	46	58	46	True	False	False	False
Av43	True	68	84	68	True	False	False	False
Av44	True	34	82	34	True	False	False	False
Av45	True	70	120	70	True	False	False	False
Av452-_Pintree	True	208	511	208	True	False	False	False
Av48	True	381	553	379	True	False	False	False
Av5	True	172	182	172	True	False	False	False
Av50	True	12	14	12	True	False	False	False
Av51	True	72	145	72	True	False	False	False
Av54	True	163	231	161	True	False	False	False
Av56	True	79	109	79	True	False	False	False
Av60	True	126	188	124	True	False	False	False
Av63	True	146	208	146	True	False	False	False
Av65	True	110	240	110	True	False	False	False
Av66	True	86	96	86	True	False	False	False
Av67	True	161	197	161	True	False	False	False
Av72	True	153	225	153	True	False	False	False
Avalanche	True	28	34	28	True	False	False	False
Avalanche_2	True	42	42	42	True	False	False	False
Avalanche_2_(copy)	True	60	60	60	True	False	False	False
Avercheva_9534	True	192	308	153	True	False	False	False
Avia_Ribs	True	21	21	21	True	False	False	False
Azure_Scroll_Blanket	True	176	716	176	True	False	False	False
Azzu	True	14	30	12	True	True	False	True
a_2	True	7	32	7	True	False	False	True
a_3	True	17	19	17	True	False	False	False
a_4	True	66	135	41	True	False	False	False
a_5	True	8	52	8	True	False	False	False
a_6	True	129	211	92	True	True	False	False
A_brioche_from_examples_in_knitting_version_one	True	209	2819	209	True	False	False	False
A_brioche_from_examples_in_knitting_version_two	True	104	1454	104	True	False	False	False
A_different_way_of_knitting_an_edging_on	True	15	76	15	True	False	False	False
A_lace_sampler_scarf_-_Motif_1	True	255	285	255	True	False	False	False
A_little_lace	True	19	19	19	True	False	False	False
A_little_lace_2	True	28	28	28	True	False	False	False
a_net	True	58	94	58	True	False	False	False
a_new_thing!	True	12	23	12	True	False	False	False
a_new_thing!_(copy)	True	14	25	14	True	True	False	True
A_Repeating_version_of_missphiloma&#x27;s_Leaf_Pattern	True	122	150	122	True	False	False	False
A_roll_of_the_dice_(lace)	True	62	62	62	True	False	False	False
B-10_and_Spanish_lace	True	163	470	155	True	False	False	False
B-7,_Section_A,_single_circle	True	32	36	32	True	False	False	False
b-sl_swatch	True	12	12	12	True	False	False	False
B	True	32	138	32	True	False	False	False
b1	True	624	1272	489	True	False	False	False
B21-Overlapping_Leaves	True	291	720	277	True	False	False	False
B4BV	True	24	40	24	True	False	False	False
Babyshawl-body_pattern	True	135	147	126	True	False	False	False
Baby_blanket	True	17	86	13	True	False	False	False
Baby_blanket_-_Emma_Price	True	26	58	26	True	False	False	False
baby_blanket_2	True	34	351	34	True	False	False	False
Baby_Blanket_Jeanine	True	80	145	80	True	False	False	False
Baby_boot_toe_turn	True	33	143	33	True	False	False	False
Baby_Cable_Hoodie	True	21	63	15	True	False	False	False
Baby_Cocoon	True	67	141	67	True	False	False	False
Baby_Cocoon_pt_2	True	5	5	5	True	False	False	True
Baby_Fern_-_Vogue_Dictionary	True	29	35	29	True	False	False	False
Baby_fern_variation	True	38	38	38	True	False	False	False
Baby_fern_variation_2	True	87	87	87	True	False	False	False
Baby_hat_1	True	2	2	2	True	False	False	True
Baby_hat_2	True	46	50	46	True	False	False	False
Baby_Humpback_whale_-_Back_1	True	130	775	125	True	False	False	False
Baby_Humpback_whale_-_Back_2	True	59	703	59	True	True	False	False
Baby_Humpback_whale_-_Back_3	True	14	75	14	True	True	False	False
Baby_Humpback_whale_-_Back_pre_fin	True	176	1227	171	True	False	False	False
Baby_Humpback_whale_-_Belly	True	831	2193	610	True	False	False	False
Baby_Humpback_whale_-_Belly_1	True	698	1422	497	True	False	False	False
Baby_Humpback_whale_-_Belly_2	True	219	1027	174	True	True	False	False
Baby_Humpback_whale_-_Fins	True	94	446	94	True	False	False	False
Baby_Humpback_whale_-_Tail	True	65	165	65	True	True	False	False
Baby_Leaf	True	116	138	114	True	False	False	False
baby_leaf_lace	True	19	19	19	True	False	False	False
Baby_Steps	True	8	18	8	True	True	False	True
Baby_Swiss	True	20	20	20	True	False	False	False
Baby_Swiss_2	True	19	19	19	True	False	False	False
Baby_Tears	True	20	35	20	True	False	False	False
Baby_Tears_2	True	20	35	20	True	False	False	False
baby_towel	True	2	234	2	True	True	False	True
Baby_Tree_of_Life_Afgan;_Flower_Garden_Chart	True	102	1975	102	True	False	False	False
Baby_Tree_of_Life_Afgan_Twin_Trees_Chart	True	511	640	511	True	False	False	False
Baby_wrap	True	24	28	24	True	False	False	False
Baby_wrap_2	False	14	14	14	True	True	False	True
Backdoor_increase_2	True	29	29	29	True	True	False	False
Background_lace	True	4	40	4	True	False	False	False
Background_lace_#2	True	8	40	7	True	True	False	False
Backsteine	True	5	5	5	True	False	False	True
Backwards_2022	True	20	20	20	True	False	False	False
Back_2	True	17	197	17	True	True	False	False
Back_3	True	31	409	31	True	True	False	False
Back_and_forth	True	10	10	10	True	False	False	False
Back_and_forth_2	True	31	31	31	True	False	False	False
back_CO	True	36	168	36	True	True	False	False
back_neckline_border	True	275	561	273	True	False	False	False
bag	True	69	541	69	True	False	False	False
bag_2	True	73	602	119	True	False	False	False
bag_3	True	61	541	60	True	False	False	False
baised_shells	True	19	19	19	True	False	False	False
Bajada_-_Pattern_Stitch_A	True	7	12	7	True	False	False	False
Bake	True	103	125	99	True	False	False	False
Baldrick	True	40	182	38	True	False	False	False
ball	True	21	217	21	True	False	False	False
Ballari_Knit_Cardigan_Right_Front_Lace	True	56	81	56	True	False	False	False
Balloons	True	18	18	18	True	False	False	False
bam	True	233	403	206	True	False	False	False
Bamboo	True	51	85	51	True	False	False	False
Bamboo_2	True	28	28	28	True	True	False	True
Bamboo_slip_stitch	True	5	5	5	True	False	False	True
Bamboo_Stitch	True	2	2	2	True	True	False	True
Bamboo_Wedding_Shawl	True	67	139	67	True	False	False	False
banana	True	53	53	53	True	False	False	False
Banana_Tree	True	5	13	5	True	False	False	False
Band	True	69	83	69	True	False	False	False
bandana	True	29	49	25	True	False	False	True
Banded_Scallops,_Sl_1	True	11	11	11	True	False	False	False
Banded_Scallops,_Sl_2	True	11	11	11	True	False	False	False
Bandferse	True	45	148	45	True	False	False	False
Bandspitze	True	70	70	70	True	True	False	False
Bandspitze_2	True	46	46	46	True	True	False	False
Bandspitze_3	True	46	46	46	True	True	False	False
Banjo_Cable	True	35	84	35	True	False	False	True
Barb&#x27;s_Vacation_Code_V1	True	125	125	125	True	False	False	False
Barbara_G__Walker_Miniature_Leaf_Pattern,_v_III	True	38	41	38	True	False	False	False
Barbara_Walker_Large_Lacy_Cables	True	232	566	167	True	False	False	False
Barb_Moff	True	3	4	3	True	False	False	False
Bark	True	122	122	122	True	False	False	False
barley_sugar	True	5	5	5	True	False	False	False
barley_sugar_with_a_purl_panel	True	7	7	7	True	False	False	False
barra_especial	True	13	13	13	True	False	False	True
Bars_and_squares	True	14	30	14	True	False	False	False
Bars_and_squares_2	True	7	7	7	True	True	False	True
Basic	True	16	20	16	True	False	False	False
Basic2	True	17	21	17	True	False	False	False
Basic2_2	True	18	26	18	True	False	False	False
basics	True	12	52	10	True	False	False	False
Basic_2	True	22	45	22	True	False	False	True
basic_beepermuster	True	64	64	64	True	False	False	False
Basic_Beepermuster_(SkyKnit)	True	45	51	45	True	False	False	False
Basic_Cable	True	22	103	21	True	False	False	False
basic_cabled_socks	True	6	6	6	True	False	False	False
Basic_Chevron_in_the_Round	True	7	7	7	True	False	False	False
Basic_Chevron_with_Slipped_Stitch_Accent	True	38	76	38	True	False	False	False
Basic_Chevron_with_Slipped_Stitch_Accent_	True	21	45	21	True	False	False	False
Basic_crescent_shawl	True	263	2473	261	True	True	False	True
Basic_Faggoting_Stitch	True	8	8	8	True	False	False	False
Basic_hat_crown	True	16	16	16	True	False	False	False
Basic_Increases_across_a_row_by_tkos	False	1	1	1	True	True	False	True
Basic_lace	True	8	10	8	True	False	False	False
Basic_Lace_edging	True	15	31	15	True	False	False	True
Basic_one-color_brioche_rib	True	4	4	4	True	False	False	True
Basic_shawl-_increases	True	6	6	6	True	False	False	True
basic_shawl	True	35	77	24	True	True	False	True
Basket	True	49	49	49	True	True	False	False
Basketry	True	20	20	20	True	False	False	True
Basketry_2	True	14	14	14	True	False	False	True
Basketry_3	True	12	108	12	True	False	False	True
Basketry_4	True	18	18	18	True	True	False	True
Basketry_5	True	35	91	35	True	False	False	False
Basketry_6	True	16	28	16	True	False	False	False
Basketweave	True	6	6	6	True	False	False	True
Basketweave_-_5_stitches	True	20	68	18	True	False	False	False
basketweave_double	False	8	8	8	True	False	False	True
Basketweave_Flat	True	17	29	17	True	False	False	False
Basketweave_plus	True	12	12	12	True	False	False	False
Basket_Rib_-_BGW	True	22	26	22	True	False	False	False
Basket_Rib_Hat	True	10	10	10	True	False	False	False
Basket_Rib_Stitch	True	8	8	8	True	True	False	False
Basket_Wave	True	27	41	27	True	False	False	False
Basket_Wave_2	True	52	52	52	True	False	False	True
basket_weave	True	20	28	20	True	False	False	False
Basket_weave_2	True	20	26	20	True	False	False	False
Basket_Weave_Cable	True	5	7	5	True	False	False	False
Basket_weave_II	True	11	14	11	True	False	False	False
basket_weave_mesh	True	25	40	23	True	False	False	True
bat	True	208	404	204	True	False	False	False
BatTail	True	1975	2014	128	True	False	False	False
Batwings	True	32	32	32	True	False	False	False
BatWing_Part2_3	True	3267	3267	196	True	False	False	False
Bauch	True	44	210	42	True	False	False	False
Baum	True	80	80	80	True	True	False	False
Bayfield	True	36	40	36	True	False	False	False
Bayfield_2	True	63	71	63	True	False	False	False
bb	True	29	588	17	True	False	False	True
BCS	True	2	4	2	True	False	False	True
BDC	True	15	17	15	True	False	False	False
BDC_2	True	15	17	15	True	False	False	False
Beaded_Diamonds	True	65	71	65	True	False	False	False
Beaded_Lily_of_the_Valley	True	66	66	66	True	False	False	False
Bead_Curtains_variation_1	True	40	46	40	True	False	False	False
Bead_Curtains_variation_2	True	44	58	44	True	False	False	False
Bead_Lozenge_Centre_Pattern	True	379	703	195	True	False	False	False
Bead_Stitch	False	24	24	24	True	False	False	False
Bead_Stitch_2	False	24	24	24	True	False	False	False
beanie	True	86	764	56	True	False	False	False
Bean_Pattern	True	6	6	6	True	False	False	False
Bear_Track	True	95	206	95	True	False	False	False
Bear_Track_2	True	50	50	50	True	True	False	False
Beautiful_Coral_Pattern	True	119	155	101	True	False	False	False
Beautiful_Diamond_Pattern	True	78	78	78	True	False	False	False
Beautiful_Edging	True	113	171	109	True	False	False	False
Beautiful_Lace	True	78	169	75	True	False	False	False
Beautiful_Pattern_for_a_Scarf	True	110	247	110	True	False	False	False
Beautiful_Pattern_for_a_Scarf_(border)	True	30	38	30	True	False	False	False
Beautiful_Pattern_for_a_Scarf_(centre)	True	78	78	78	True	False	False	False
Beautiful_Pattern_for_a_Scarf_(updated,_aligned)	True	195	252	195	True	False	False	False
Beautiful_Pattern_for_a_Scarf_(updated,_offset)	True	171	216	171	True	False	False	False
Beautiful_Pattern_for_a_Shetland_Shawl	True	24	24	24	True	False	False	False
Beech_Leaf	True	82	82	82	True	False	False	False
Beech_Leaf_Edging_2	True	71	149	71	True	False	False	False
Beehive	True	36	36	36	True	False	False	False
Beehive_carriage_blanket_lace_pattern_BI-547	True	50	79	50	True	False	False	False
beehive_stitch	True	4	80	4	True	True	False	True
bees_v1	True	109	150	105	True	False	False	False
bees_v2	True	218	298	208	True	False	False	False
Beetles	True	46	74	46	True	False	False	False
Beetle_Bug_Insertion	True	187	403	187	True	False	False	False
Bee_Stitch	True	7	9	7	True	False	False	False
Beginner&#x27;s_Lace	True	33	37	33	True	False	False	False
Beginning_Knitting_Hat_(a_learning_project)	True	18	458	18	True	False	False	False
Beginning_Knitting_Hat_(a_learning_project)_Medium	True	15	344	15	True	False	False	False
beginning_triangle_shawl	True	47	68	47	True	False	False	False
begin_shawl	True	116	356	116	True	False	False	True
Begonia_Swirl-1	False	60	1020	60	True	False	False	False
Begonia_Swirl-1_2	False	60	1020	60	True	False	False	False
Begonia_Swirl	True	90	1230	90	True	False	False	False
Begonia_Swirl_(vines1)	True	223	2215	185	True	False	False	False
Begonia_Swirl_(vines2)	True	224	2209	187	True	False	False	False
Beige_lace	True	24	24	24	True	False	False	False
Beige_lace_2	True	17	22	17	True	False	False	False
Beige_lace_2_2	True	26	26	26	True	False	False	False
Beispielskizze_f	True	5	101	5	True	False	False	True
Beithir	True	22	36	16	True	False	False	False
Beithir_1	True	56	95	56	True	False	False	False
Beithir_2	True	61	61	61	True	False	False	True
Beithir_3	True	92	238	92	True	False	False	False
Bella	True	21	220	21	True	False	False	False
Bella_curves	True	14	50	14	True	False	False	True
